,Date,NIFTY FMCG
3064,2020-05-26,28071.7
3065,2020-05-27,28226.25
3066,2020-05-28,28223.1
3067,2020-05-29,28374.75
3068,2020-06-01,29579.45
3069,2020-06-02,29751.55
3070,2020-06-03,29704.1
3071,2020-06-04,29573.25
3072,2020-06-05,29789.35
3073,2020-06-08,29891.3
3074,2020-06-09,29507.25
3075,2020-06-10,29645.2
3076,2020-06-11,29552.1
3077,2020-06-12,28356.65
3078,2020-06-15,29187.5
3079,2020-06-16,29081.2
3080,2020-06-17,28517.9
3081,2020-06-18,28402.3
3082,2020-06-19,28784.1
3083,2020-06-22,28961.05
3084,2020-06-23,28993.35
3085,2020-06-24,29568.2
3086,2020-06-25,29378.25
3087,2020-06-26,30369.75
3088,2020-06-29,30035.3
3089,2020-06-30,30170.45
3090,2020-07-01,30093.9
3091,2020-07-02,30352.5
3092,2020-07-03,30501.95
3093,2020-07-06,30724.8
3094,2020-07-07,30772.85
3095,2020-07-08,30574.25
3096,2020-07-09,30785.7
3097,2020-07-10,30618.2
3098,2020-07-13,31011.9
3099,2020-07-14,31192.35
3100,2020-07-15,31038.1
3101,2020-07-16,31195.15
3102,2020-07-17,31217.3
3103,2020-07-20,31571.4
3104,2020-07-21,31626.8
3105,2020-07-22,31420.85
3106,2020-07-23,31177.9
3107,2020-07-24,31009.95
3108,2020-07-27,31129.45
3109,2020-07-28,30891.0
3110,2020-07-29,30818.1
3111,2020-07-30,31104.45
3112,2020-07-31,30734.8
3113,2020-08-03,30892.8
3114,2020-08-04,30903.5
3115,2020-08-05,31050.3
3116,2020-08-06,31010.25
3117,2020-08-07,31329.65
3118,2020-08-10,31597.05
3119,2020-08-11,31730.1
3120,2020-08-12,31690.3
3121,2020-08-13,31680.8
3122,2020-08-14,31763.35
3123,2020-08-17,31428.95
3124,2020-08-18,31626.75
3125,2020-08-19,31738.45
3126,2020-08-20,31445.6
3127,2020-08-21,31690.25
3128,2020-08-24,31692.25
3129,2020-08-25,31700.65
3130,2020-08-26,31528.0
3131,2020-08-27,31602.05
3132,2020-08-28,31410.8
3133,2020-08-31,31457.85
3134,2020-09-01,30727.5
3135,2020-09-02,31099.4
3136,2020-09-03,31155.6
3137,2020-09-04,30969.8
3138,2020-09-07,30897.7
3139,2020-09-08,31001.65
3140,2020-09-09,30534.6
3141,2020-09-10,30757.15
3142,2020-09-11,30736.5
3143,2020-09-14,31151.85
3144,2020-09-15,30846.25
3145,2020-09-16,30748.3
3146,2020-09-17,30822.7
3147,2020-09-18,30730.1
3148,2020-09-21,30491.75
3149,2020-09-22,29564.6
3150,2020-09-23,29426.0
3151,2020-09-24,29200.4
3152,2020-09-25,29371.9
3153,2020-09-28,29754.95
3154,2020-09-29,30026.1
3155,2020-09-30,29507.9
3156,2020-10-01,30149.15
